NAME	TITLE	SCORE	
BORCS7	Borcs7	0.09056433	
ZFP36	Zfp36	0.0904196	
RELB	Relb	0.09010036	
JMJD1C	Jmjd1c	0.08939859	
SERINC3	Serinc3	0.08897785	
GPR183	Gpr183	0.08879096	
ARRB2	Arrb2	0.088710755	
GLA	Gla	0.08828262	
MAPKBP1	Mapkbp1	0.088013954	
S100A4	S100a4	0.08781073	
ITGA4	Itga4	0.087189265	
HIP1	Hip1	0.086875334	
TLN1	Tln1	0.08683028	
APC	Apc	0.08676448	
OTULIN	Otulin	0.086742945	
ITGAL	Itgal	0.08672702	
CPNE3	Cpne3	0.086710595	
TTC28	Ttc28	0.08659001	
DOCK2	Dock2	0.08639621	
IL2RB	Il2rb	0.08630164	
S1PR5	S1pr5	0.086247124	
IRF7	Irf7	0.08618395	
ADD3	Add3	0.08608569	
SELPLG	Selplg	0.0857177	
SHISA5	Shisa5	0.085409515	
AS3MT	As3mt	0.08533645	
DDX58	Ddx58	0.085322134	
PRUNE1	Prune1	0.08521386	
PGGT1B	Pggt1b	0.085179746	
ZC3HAV1	Zc3hav1	0.0844886	
USP15	Usp15	0.084181756	
H2AFZ	H2afz	0.08380984	
KIF1B	Kif1b	0.0835964	
PHIP	Phip	0.08354325	
IRF2BPL	Irf2bpl	0.08237228	
RORA	Rora	0.081927754	
MACF1	Macf1	0.08175683	
CELF2	Celf2	0.08170626	
CD68	Cd68	0.08156332	
SETBP1	Setbp1	0.08153038	
IL15RA	Il15ra	0.08136178	
CAMK1D	Camk1d	0.080566674	
IFI27	Ifi27	0.08054776	
SLC18A2	Slc18a2	0.0803487	
GAS7	Gas7	0.08010382	
JARID2	Jarid2	0.07997995	
NFKBIA	Nfkbia	0.079944566	
TOX	Tox	0.07983921	
F2RL1	F2rl1	0.078580305	
GABPB2	Gabpb2	0.078090265	
KLHDC2	Klhdc2	0.07800163	
DUSP22	Dusp22	0.07746458	
CREBRF	Crebrf	0.07729747	
ABCG2	Abcg2	0.076915674	
RPL39	Rpl39	0.07689603	
SAT1	Sat1	0.07650044	
ABCG1	Abcg1	0.07588908	
ETS1	Ets1	0.075874016	
PPP1R12A	Ppp1r12a	0.0757846	
ATXN7	Atxn7	0.07571887	
SP140	Sp140	0.07516459	
IFI16	Ifi203	0.07490208	
REEP5	Reep5	0.07479353	
HIST1H2BD	Hist3h2ba	0.07476508	
FAM193A	Fam193a	0.07380348	
ARL5C	Arl5c	0.07327901	
IFIT3	Ifit3	0.07218592	
RYK	Ryk	0.071414515	
DNAJC1	Dnajc1	0.07125875	
PTPN7	Ptpn7	0.071153514	
C12orf65	2810006K23Rik	0.07106421	
GPR160	Gpr160	0.07098717	
KMT2E	Kmt2e	0.070348136	
AIM2	Aim2	0.070284955	
CARHSP1	Carhsp1	0.07008302	
STX11	Stx11	0.06933603	
CTSW	Ctsw	0.068683	
ZBTB7A	Zbtb7a	0.06864687	
CCAR1	Ccar1	0.06857944	
DNAJC21	Dnajc21	0.068384916	
ID2	Id2	0.06830493	
NFIC	Nfic	0.06751355	
PALLD	Palld	0.0665472	
GPR174	Gpr174	0.06625722	
EEA1	Eea1	0.06621183	
CCNJ	Ccnj	0.0661533	
RC3H2	Rc3h2	0.06594678	
DNAJC5	Dnajc5	0.06580814	
SAMSN1	Samsn1	0.065389894	
PTP4A2	Ptp4a2	0.06535995	
PHF19	Phf19	0.06535384	
RPS11	Rps11	0.06530115	
EGR1	Egr1	0.06521877	
LMNA	Lmna	0.06515341	
DAAM1	Daam1	0.064865835	
TIA1	Tia1	0.0647917	
KDM2A	Kdm2a	0.06447241	
SLC39A8	Slc39a8	0.06443703	
CX3CR1	Cx3cr1	0.06440194	
TBC1D30	Tbc1d30	0.064387076	
BCL2A1	Bcl2a1d	0.06393157	
CEP104	Cep104	0.063837126	
ANXA6	Anxa6	0.063173436	
IL6ST	Il6st	0.063148804	
ZBTB38	Zbtb38	0.06302388	
ZRSR2	Zrsr2	0.063019276	
TBC1D4	Tbc1d4	0.06299122	
RPL32	Rpl32	0.06259051	
BHLHE40	Bhlhe40	0.062467292	
DAXX	Daxx	0.062418003	
CBL	Cbl	0.062292174	
OTUD7B	Otud7b	0.06226724	
REST	Rest	0.06205833	
TAOK3	Taok3	0.061945688	
NSMAF	Nsmaf	0.06140203	
CLIP1	Clip1	0.06137879	
ROCK1	Rock1	0.061339915	
ZNF676	Zfp273	0.061108764	
CRIP2	Crip2	0.060670972	
ZBTB1	Zbtb1	0.060398053	
TRAF1	Traf1	0.06009584	
GXYLT1	Gxylt1	0.059872117	
SSH2	Ssh2	0.059772775	
CTSD	Ctsd	0.059114307	
C1QTNF6	C1qtnf6	0.058889497	
MYLPF	Mylpf	0.05866007	
RNF20	Rnf20	0.058513403	
CD7	Cd7	0.058466338	
FTL	Ftl1	0.05835394	
KIF3A	Kif3a	0.058256883	
ZDHHC2	Zdhhc2	0.05809638	
CPSF2	Cpsf2	0.058064442	
LAG3	Lag3	0.058052752	
WNK1	Wnk1	0.057627596	
RCN3	Rcn3	0.057037577	
CNGA1	Cnga1	0.057014395	
DENND2D	Dennd2d	0.05688781	
BRAF	Braf	0.056777507	
RPS6KA5	Rps6ka5	0.056773417	
CDC42BPG	Cdc42bpg	0.056736037	
IER2	Ier2	0.056245122	
XRN1	Xrn1	0.056146353	
NFYB	Nfyb	0.05608282	
DSEL	Dsel	0.055897977	
MDGA2	Mdga2	0.055860277	
PDE5A	Pde5a	0.055782374	
PLSCR1	Plscr1	0.05573289	
DZIP3	Dzip3	0.055732284	
PVR	Pvr	0.05564253	
NEDD4	Nedd4	0.05563619	
CACNB4	Cacnb4	0.05561455	
FBF1	Fbf1	0.055557724	
CHPT1	Chpt1	0.055388156	
CDC42EP3	Cdc42ep3	0.055343084	
GPCPD1	Gpcpd1	0.05506426	
ABCB10	Abcb10	0.05504118	
BATF	Batf	0.054976918	
CRTAM	Crtam	0.054846518	
PMEPA1	Pmepa1	0.054778285	
ZFP36L2	Zfp36l2	0.05451065	
MYLIP	Mylip	0.054438304	
FOXN3	Foxn3	0.05440225	
OAS1	Oas1a	0.054268282	
SEPT4	Sept4	0.05404015	
MKLN1	Mkln1	0.053580027	
MYH9	Myh9	0.0532632	
ATR	Atr	0.053252768	
C15orf41	BC052040	0.053244144	
TGIF1	Tgif1	0.05298477	
XBP1	Xbp1	0.05294946	
ZMYND8	Zmynd8	0.052916884	
DDX3Y	Ddx3y	0.052477334	
HAUS8	Haus8	0.052432954	
RNASEL	Rnasel	0.052344393	
ZNF318	Zfp318	0.052194808	
YBX3	Ybx3	0.05217978	
DOK2	Dok2	0.052145015	
PRRC2B	Prrc2b	0.052033994	
C19orf57	4930432K21Rik	0.05196649	
AHI1	Ahi1	0.05188207	
GIMAP7	Gimap7	0.051877115	
OCIAD2	Ociad2	0.051834375	
GAPDH	Gapdh	0.051661845	
DICER1	Dicer1	0.05152313	
GPD2	Gpd2	0.05146159	
ZNF287	Zfp287	0.051172663	
LAIR1	Lair1	0.051155183	
AKAP9	Akap9	0.051151775	
ARHGAP30	Arhgap30	0.050921317	
GRAP	Grap	0.050711457	
KIF5C	Kif5c	0.050671503	
RBM3	Rbm3	0.050572127	
TSC22D4	Tsc22d4	0.050565835	
IL10RA	Il10ra	0.05037235	
ARID3A	Arid3a	0.050292503	
WDFY1	Wdfy1	0.050199937	
NCOR1	Ncor1	0.050145335	
ZFPM1	Zfpm1	0.05003151	
RANBP10	Ranbp10	0.049894895	
KDM5A	Kdm5a	0.0498384	
TRAT1	Trat1	0.049804807	
CD28	Cd28	0.04939773	
BTG1	Btg1	0.0493966	
PML	Pml	0.049373254	
IFIH1	Ifih1	0.049137797	
CCNL1	Ccnl1	0.048977338	
ADAM19	Adam19	0.04897722	
ZPBP2	Zpbp2	0.048621684	
RUNX3	Runx3	0.04861774	
SFPQ	Sfpq	0.048559006	
SPEF2	Spef2	0.048454057	
PAN3	Pan3	0.04843472	
STAT2	Stat2	0.04841432	
KLHL20	Klhl20	0.04795505	
IPCEF1	Ipcef1	0.04792728	
GALC	Galc	0.04785639	
NDNF	Ndnf	0.047689874	
SERINC5	Serinc5	0.047608	
SLC37A2	Slc37a2	0.047433607	
C2CD5	C2cd5	0.047272626	
SLC27A4	Slc27a4	0.047252852	
FAM185A	Fam185a	0.046993475	
GIT2	Git2	0.04691773	
CHST2	Chst2	0.046801828	
ZFP14	Zfp14	0.0465988	
DCK	Dck	0.046595663	
ATXN1	Atxn1	0.046418685	
SMC3	Smc3	0.04640108	
ORAI1	Orai1	0.04639173	
GLS	Gls	0.046317626	
STK3	Stk3	0.04628026	
KMT2D	Kmt2d	0.046212077	
ZNF322	Zfp322a	0.046202656	
ASXL2	Asxl2	0.045903135	
KCTD17	Kctd17	0.04588868	
JUND	Jund	0.045872994	
SETD2	Setd2	0.04581993	
EHD3	Ehd3	0.045748204	
BASP1	Basp1	0.045716252	
LUC7L2	Luc7l2	0.045676086	
REL	Rel	0.04551984	
VPREB1	Vpreb1	0.04533063	
SELL	Sell	0.044830337	
FURIN	Furin	0.044797953	
DNAJC25	Dnajc25	0.04469515	
HEG1	Heg1	0.044602327	
ZNF831	Zfp831	0.044237543	
DNAJC15	Dnajc15	0.044091403	
FBXL19	Fbxl19	0.043697916	
ARID4B	Arid4b	0.043394938	
NT5E	Nt5e	0.043369323	
PPP3CC	Ppp3cc	0.043322284	
APBB1IP	Apbb1ip	0.043283924	
ATF6	Atf6	0.04319286	
ULK4	Ulk4	0.042933974	
ITGA2	Itga2	0.042896576	
KCNK5	Kcnk5	0.04257039	
KRAS	Kras	0.042030897	
BAZ2A	Baz2a	0.04201295	
NDUFAF2	Ndufaf2	0.041930955	
DDC	Ddc	0.0417651	
PHLDA1	Phlda1	0.0413394	
RPH3AL	Rph3al	0.041199613	
SATB1	Satb1	0.0411548	
ANKRD17	Ankrd17	0.041113347	
DOCK5	Dock5	0.041090842	
HIVEP3	Hivep3	0.041010182	
GDPD5	Gdpd5	0.04088665	
MYO6	Myo6	0.040800594	
PDCD1	Pdcd1	0.040626373	
RICTOR	Rictor	0.04043882	
PIAS3	Pias3	0.040400527	
TUBB2B	Tubb2b	0.040295873	
BIN2	Bin2	0.04023099	
ABLIM1	Ablim1	0.04016654	
SLC26A11	Slc26a11	0.03999161	
RASL11B	Rasl11b	0.03998557	
BOD1L1	Bod1l	0.03967927	
MDM1	Mdm1	0.039189175	
LSP1	Lsp1	0.03889362	
GPR137C	Gpr137c	0.038843326	
OASL	Oasl1	0.03858305	
ARHGAP15	Arhgap15	0.03852893	
ARMT1	Armt1	0.03833244	
PPIG	Ppig	0.03831632	
DUSP6	Dusp6	0.03804758	
GOLGB1	Golgb1	0.03797175	
STXBP4	Stxbp4	0.03793269	
ETNK1	Etnk1	0.037768085	
EPSTI1	Epsti1	0.037594706	
OSBPL6	Osbpl6	0.03753454	
RFLNB	Rflnb	0.037451096	
TMEM260	Tmem260	0.037439525	
ZNF613	Zfp157	0.03738862	
LARGE1	Large1	0.03738371	
NSD1	Nsd1	0.0373394	
DDHD1	Ddhd1	0.037237223	
ZZZ3	Zzz3	0.037235886	
ARHGAP5	Arhgap5	0.03719311	
XPR1	Xpr1	0.03716531	
IGKC	Igkc	0.03700535	
SIKE1	Sike1	0.036812633	
ING2	Ing2	0.03654462	
TLR7	Tlr7	0.036533706	
NCOA1	Ncoa1	0.03641385	
SPO11	Spo11	0.036379352	
HIPK1	Hipk1	0.036311917	
C3orf14	3830406C13Rik	0.036249835	
CSPP1	Cspp1	0.03597132	
SERPINB6	Serpinb6a	0.035816554	
SNX10	Snx10	0.035809338	
PTTG1	Pttg1	0.035785634	
SUGT1	Sugt1	0.03570121	
FUT8	Fut8	0.035695046	
LCORL	Lcorl	0.03565241	
CCDC88A	Ccdc88a	0.03560128	
LYRM9	Lyrm9	0.03549023	
RFC1	Rfc1	0.035462268	
PCYT1A	Pcyt1a	0.03516592	
ANXA2	Anxa2	0.035159543	
SNX21	Snx21	0.035134364	
NPTN	Nptn	0.03482834	
HOXB4	Hoxb4	0.03477351	
BPTF	Bptf	0.03441794	
ZNF627	Zfp867	0.03425016	
UPF3B	Upf3b	0.034233987	
KTN1	Ktn1	0.0341736	
PTGER2	Ptger2	0.034138232	
HMGB2	Hmgb2	0.034134753	
VEZF1	Vezf1	0.03402237	
MYB	Myb	0.03400101	
CDC25B	Cdc25b	0.033984575	
CDK2AP2	Cdk2ap2	0.033975482	
TMEM154	Tmem154	0.033931777	
TECPR1	Tecpr1	0.033906125	
PITPNC1	Pitpnc1	0.033873405	
SAMHD1	Samhd1	0.03381396	
CTNNBIP1	Ctnnbip1	0.0337401	
ELF1	Elf1	0.033724513	
ARGLU1	Arglu1	0.033662904	
ATXN7L1	Atxn7l1	0.033662323	
KIF2A	Kif2a	0.033482686	
KLF7	Klf7	0.033344638	
TCTEX1D2	Tctex1d2	0.03324645	
CDH13	Cdh13	0.03317244	
ZBTB44	Zbtb44	0.033166487	
RANBP2	Ranbp2	0.0329977	
WDR38	Wdr38	0.032791384	
KDM7A	Kdm7a	0.03277969	
MSH3	Msh3	0.03275549	
CWF19L2	Cwf19l2	0.032633297	
SLC25A24	Slc25a24	0.032573715	
CYTH4	Cyth4	0.03241873	
RPS15A	Rps15a	0.032361183	
TTF1	Ttf1	0.032208256	
KCTD7	Kctd7	0.032166265	
PPP3CA	Ppp3ca	0.03216151	
EGR2	Egr2	0.03211224	
ARHGEF12	Arhgef12	0.03205141	
LZTFL1	Lztfl1	0.031970665	
PON3	Pon3	0.03171984	
LRRCC1	Lrrcc1	0.031617228	
GNAL	Gnal	0.03160894	
STC2	Stc2	0.031491015	
SETX	Setx	0.03140113	
CNTRL	Cntrl	0.031361572	
CUX1	Cux1	0.031284407	
CEP350	Cep350	0.031168262	
AMPD3	Ampd3	0.031074336	
BRD9	Brd9	0.030881984	
NSD2	Nsd2	0.030834418	
SLC4A1AP	Slc4a1ap	0.030801835	
KLHL6	Klhl6	0.030758621	
CD2AP	Cd2ap	0.03075079	
DENND1C	Dennd1c	0.030739533	
SDCBP2	Sdcbp2	0.030396074	
TRPM4	Trpm4	0.030336648	
CASP4	Casp4	0.030111397	
TBL1X	Tbl1x	0.030085912	
USP34	Usp34	0.029985648	
FCER1G	Fcer1g	0.02993106	
GHDC	Ghdc	0.029895207	
BBX	Bbx	0.029877802	
NR4A1	Nr4a1	0.029728372	
ABHD18	Abhd18	0.029669756	
EGR3	Egr3	0.029623492	
INO80D	Ino80d	0.029525196	
FILIP1L	Filip1l	0.029330006	
GOLIM4	Golim4	0.029298173	
PMAIP1	Pmaip1	0.029176721	
RAP2B	Rap2b	0.028962545	
TRBV19	Trbv19	0.028712455	
ZNF639	Zfp639	0.028587535	
CHRNB2	Chrnb2	0.028585866	
TNFRSF25	Tnfrsf25	0.028437354	
XDH	Xdh	0.028334135	
IER3	Ier3	0.028290248	
GRK5	Grk5	0.028230758	
LRIF1	Lrif1	0.028073123	
REEP3	Reep3	0.028026134	
ZCCHC2	Zcchc2	0.028025692	
TOPORS	Topors	0.027880324	
CEP85L	Cep85l	0.027821142	
RSAD2	Rsad2	0.0276892	
TNFRSF13C	Tnfrsf13c	0.027523868	
SPOPL	Spopl	0.02747139	
ARHGAP18	Arhgap18	0.02705643	
NFKBID	Nfkbid	0.027030673	
ZDHHC20	Zdhhc20	0.027027335	
PABPC1	Pabpc1	0.02700671	
LZTS2	Lzts2	0.026944334	
TRIP11	Trip11	0.026890352	
USP25	Usp25	0.026886696	
HECA	Heca	0.026801333	
CDC14B	Cdc14b	0.026771657	
DCAF17	Dcaf17	0.026611917	
ANKRD26	Ankrd26	0.026404018	
GALNT4	Galnt4	0.0264008	
ACPP	Acpp	0.026340503	
ZNF669	Zfp963	0.026311714	
IRF1	Irf1	0.026255326	
RGS10	Rgs10	0.02599647	
SLC12A4	Slc12a4	0.02585764	
FCHSD2	Fchsd2	0.025798153	
ECM1	Ecm1	0.025773248	
SWAP70	Swap70	0.025714712	
SUZ12	Suz12	0.02571356	
DCXR	Dcxr	0.025705285	
FBXL18	Fbxl18	0.025535995	
RALB	Ralb	0.025465751	
HCFC2	Hcfc2	0.025402006	
RAB23	Rab23	0.02520821	
SPACA1	Spaca1	0.025102185	
HIST4H4	Hist1h4i	0.025041085	
MAP3K14	Map3k14	0.024956865	
BBS12	Bbs12	0.024837133	
RBMS1	Rbms1	0.024810633	
TPMT	Tpmt	0.02479594	
NXPE3	Nxpe3	0.024366038	
AMN1	Amn1	0.024256123	
MEX3A	Mex3a	0.02416676	
PLEKHA5	Plekha5	0.02381889	
SP110	Sp110	0.023808366	
YBEY	Ybey	0.02380546	
ANKRD12	Ankrd12	0.023719935	
GBP6	Gbp4	0.023617994	
MOCS1	Mocs1	0.023568118	
OSGEPL1	Osgepl1	0.023548357	
DYNLL1	Dynll1	0.023509637	
CENPP	Cenpp	0.023486644	
IRF4	Irf4	0.02348573	
FAM189B	Fam189b	0.023454843	
STK39	Stk39	0.023356318	
ESYT2	Esyt2	0.023345413	
PTGER4	Ptger4	0.023296028	
APPL2	Appl2	0.02302876	
RALGDS	Ralgds	0.02297146	
CXCR4	Cxcr4	0.022946753	
NCF2	Ncf2	0.022898497	
TRIM5	Trim12c	0.022870224	
RASGEF1A	Rasgef1a	0.022825738	
LUC7L3	Luc7l3	0.022673799	
DYNLT1	Dynlt1b	0.022431454	
CXCR5	Cxcr5	0.022407753	
KSR1	Ksr1	0.022122024	
FYB1	Fyb	0.022112485	
RFX7	Rfx7	0.022026444	
PCYOX1L	Pcyox1l	0.021934958	
RPGRIP1	Rpgrip1	0.021898352	
HERC1	Herc1	0.021854032	
GRIFIN	Grifin	0.021600876	
CKLF	Cklf	0.02133172	
DDX6	Ddx6	0.021272812	
SCAPER	Scaper	0.021175222	
CCDC50	Ccdc50	0.021053731	
PPP1R3B	Ppp1r3b	0.020843206	
ARNTL2	Arntl2	0.020694863	
CLCN5	Clcn5	0.020646697	
HEATR6	Heatr6	0.020626757	
DNAJB14	Dnajb14	0.020562725	
CA7	Car7	0.020537024	
B3GNT5	B3gnt5	0.020432878	
RALBP1	Ralbp1	0.020254988	
APPL1	Appl1	0.02020594	
YJEFN3	Yjefn3	0.019589223	
EPHB6	Ephb6	0.019512672	
GBP4	Gbp3	0.019344449	
DCUN1D4	Dcun1d4	0.019312281	
MYC	Myc	0.019008905	
MEGF9	Megf9	0.018905383	
RETREG1	Retreg1	0.018773418	
ATP2B4	Atp2b4	0.018721132	
WDCP	Wdcp	0.018719405	
STAT4	Stat4	0.018596523	
LPIN2	Lpin2	0.018553901	
MTF2	Mtf2	0.018522017	
BARD1	Bard1	0.018225124	
HSPA4L	Hspa4l	0.018196912	
GSK3B	Gsk3b	0.01801742	
NCF1	Ncf1	0.018013414	
THOC2	Thoc2	0.017960357	
HIST2H2AA4	Hist2h2aa1	0.017951276	
LYST	Lyst	0.017910628	
HIC2	Hic2	0.017692382	
CTSF	Ctsf	0.017511878	
TBC1D12	Tbc1d12	0.017498609	
RUNX2	Runx2	0.017483741	
ZBTB43	Zbtb43	0.017397106	
SMAP2	Smap2	0.017366217	
TFE3	Tfe3	0.017314838	
ZNF365	Zfp365	0.017302172	
EPC2	Epc2	0.017211244	
ITGAE	Itgae	0.017055543	
GYPC	Gypc	0.016984377	
RFX1	Rfx1	0.016930722	
SAMD9L	Samd9l	0.01691832	
GKAP1	Gkap1	0.016780464	
GATAD2B	Gatad2b	0.016729368	
OGFRL1	Ogfrl1	0.016703207	
RNF19A	Rnf19a	0.016689627	
ZNF667	Zfp667	0.016677251	
CASP1	Casp1	0.016676346	
ANKRD11	Ankrd11	0.016666302	
CATSPER2	Catsper2	0.016634937	
PTPN13	Ptpn13	0.016589262	
CDK5R1	Cdk5r1	0.016404258	
